"gender","SeniorCitizen","Partner","Dependents","tenure","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Contract","PaperlessBilling","PaymentMethod","MonthlyCharges","TotalCharges","customerID","Churn"
"Female","0","No","No",46,"Yes","No","Fiber optic","Yes","Yes","Yes","No","Yes","No","One year","Yes","Credit card (automatic)",95.65,4664.2,"8910-ICHIU","No"
"Male","0","No","Yes",34,"Yes","Yes","Fiber optic","Yes","Yes","No","No","Yes","Yes","One year","Yes","Electronic check",103.8,3470.8,"4097-YODCF","No"
"Male","0","Yes","Yes",71,"Yes","Yes","Fiber optic","Yes","No","No","No","Yes","Yes","Two year","Yes","Electronic check",97.2,6910.3,"9715-WZCLW","No"
"Female","0","Yes","Yes",63,"Yes","No","DSL","Yes","Yes","Yes","Yes","No","No","Two year","No","Mailed check",63.55,4014.2,"9786-YWNHU","No"
"Female","0","No","No",51,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",24.95,1288.0,"6407-GSJNL","No"
"Female","1","No","No",26,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","No","Month-to-month","Yes","Electronic check",89.15,2277.65,"6005-OBZPH","Yes"
"Female","0","Yes","No",64,"Yes","No","Fiber optic","Yes","No","Yes","No","Yes","Yes","Two year","Yes","Bank transfer (automatic)",99.0,6375.8,"4049-ZPALD","No"
"Female","1","Yes","No",1,"No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",24.8,24.8,"7932-WPTDS","Yes"
"Male","1","Yes","No",61,"Yes","Yes","Fiber optic","No","Yes","No","Yes","No","No","One year","Yes","Bank transfer (automatic)",85.55,5251.75,"3733-UOCWF","No"
"Female","0","No","No",15,"Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",94.0,1505.45,"6833-JMZYP","No"
"Male","0","No","No",64,"Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","Yes","One year","Yes","Credit card (automatic)",105.65,6903.1,"2722-VOJQL","Yes"
"Female","0","No","No",18,"Yes","Yes","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",50.3,913.3,"1310-QRITU","No"
"Female","0","Yes","Yes",57,"Yes","No","Fiber optic","No","Yes","No","No","Yes","Yes","One year","Yes","Electronic check",95.0,5535.8,"8961-QDZZJ","No"
"Male","0","Yes","Yes",14,"Yes","No","DSL","Yes","Yes","No","No","No","Yes","Two year","Yes","Bank transfer (automatic)",61.4,815.55,"9715-SBVSU","No"
"Male","1","No","No",18,"Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",80.55,1411.65,"8490-BXHEO","No"
"Female","1","Yes","No",72,"Yes","Yes","Fiber optic","Yes","No","No","No","No","No","Two year","No","Bank transfer (automatic)",78.5,5602.25,"7173-TETGO","No"
"Male","0","Yes","No",70,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",114.3,8244.3,"7929-SKFGK","No"
"Female","0","No","No",38,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",20.05,741.5,"2300-RQGOI","No"
"Male","0","Yes","Yes",68,"Yes","No","DSL","Yes","Yes","Yes","Yes","No","No","Two year","No","Credit card (automatic)",62.65,4375.8,"3563-SVYLG","No"
"Male","0","No","No",13,"Yes","No","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",80.85,1008.7,"5228-EXCET","Yes"
"Male","1","Yes","No",65,"Yes","Yes","Fiber optic","Yes","Yes","No","No","Yes","No","Two year","Yes","Credit card (automatic)",92.7,5968.4,"6435-VWCCY","No"
"Female","0","No","No",30,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","No","Electronic check",100.45,3096.9,"4998-IKFSE","No"
"Male","0","Yes","No",51,"Yes","Yes","DSL","No","No","No","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",75.2,3901.25,"8630-QSGXK","No"
"Female","0","No","No",31,"Yes","Yes","Fiber optic","Yes","No","Yes","No","No","No","Month-to-month","Yes","Credit card (automatic)",84.75,2613.4,"2455-USLMV","No"
"Female","0","Yes","No",9,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","No","Electronic check",89.45,853.1,"7394-FKDNK","Yes"
"Female","0","Yes","Yes",72,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","No","Yes","Two year","Yes","Bank transfer (automatic)",79.5,5661.7,"9488-FVZCC","No"
"Male","0","No","No",10,"Yes","Yes","DSL","No","No","No","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",72.15,794.25,"6331-LWDTQ","Yes"
"Female","0","No","No",37,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Electronic check",19.8,695.05,"5995-WWKKG","No"
"Female","0","No","No",2,"Yes","No","DSL","No","No","Yes","Yes","Yes","Yes","Month-to-month","No","Electronic check",76.4,160.8,"1597-FZREH","Yes"
"Male","0","No","No",55,"Yes","No","Fiber optic","Yes","Yes","No","No","Yes","Yes","One year","Yes","Mailed check",100.9,5552.05,"7879-CGSFV","No"
"Male","0","No","Yes",33,"Yes","Yes","Fiber optic","Yes","No","Yes","No","No","Yes","Month-to-month","Yes","Bank transfer (automatic)",95.3,3275.15,"9921-EZKBY","No"
"Female","0","Yes","Yes",46,"Yes","No","Fiber optic","No","No","Yes","Yes","No","Yes","One year","No","Bank transfer (automatic)",90.95,4236.6,"7432-FFVAR","No"
"Female","0","No","Yes",1,"Yes","No","DSL","Yes","No","No","Yes","No","No","Month-to-month","No","Electronic check",54.5,54.5,"7246-ZGQDF","No"
"Female","1","No","No",20,"Yes","Yes","DSL","No","No","No","No","No","Yes","Month-to-month","Yes","Mailed check",61.6,1174.35,"7000-WCEVQ","Yes"
"Male","0","Yes","No",9,"Yes","No","Fiber optic","No","Yes","Yes","No","No","No","Month-to-month","Yes","Electronic check",79.9,741.7,"0727-IWKVK","Yes"
"Male","1","No","No",32,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",96.15,3019.25,"5959-BELXA","Yes"
"Female","0","Yes","Yes",19,"Yes","No","DSL","No","No","Yes","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",49.6,962.9,"4456-RHSNB","No"
"Female","0","Yes","No",70,"Yes","Yes","DSL","Yes","No","Yes","Yes","No","No","Two year","No","Credit card (automatic)",65.3,4759.75,"3512-IZIKN","Yes"
"Female","0","No","Yes",61,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Credit card (automatic)",25.0,1498.35,"2481-SBOYW","No"
"Male","0","No","No",26,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Electronic check",45.45,1233.15,"7109-MFBYV","No"
"Male","0","Yes","No",45,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",107.75,4882.8,"1833-TCXKK","No"
"Male","0","Yes","Yes",62,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","No","Two year","Yes","Credit card (automatic)",89.1,5411.65,"1832-PEUTS","No"
"Male","0","No","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",19.65,19.65,"6141-OOXUQ","Yes"
"Female","0","No","No",3,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",44.75,148.05,"8660-BUETV","No"
"Female","0","Yes","Yes",41,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","No","Yes","One year","Yes","Bank transfer (automatic)",101.6,3930.55,"0580-PIQHM","No"
"Male","0","Yes","Yes",67,"Yes","No","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",103.15,6895.5,"5696-CEIQJ","No"
"Male","0","No","No",1,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Mailed check",84.65,84.65,"7503-ZGUZJ","Yes"
"Female","0","Yes","No",71,"Yes","Yes","Fiber optic","Yes","Yes","No","No","Yes","No","One year","No","Mailed check",95.65,6856.95,"1696-HXOWK","No"
"Female","0","Yes","Yes",37,"Yes","No","DSL","Yes","Yes","No","No","Yes","Yes","One year","No","Bank transfer (automatic)",75.1,2658.8,"3026-ATZYV","No"
"Male","0","Yes","No",60,"Yes","No","DSL","Yes","Yes","No","Yes","No","No","Two year","Yes","Mailed check",61.35,3766.2,"4012-YCFAI","No"
"Female","1","Yes","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69.55,69.55,"2506-TNFCO","Yes"
"Female","0","No","No",6,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Credit card (automatic)",19.7,129.55,"9970-QBCDA","No"
"Female","0","No","No",13,"No","No phone service","DSL","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",31.05,347.25,"8718-PTMEZ","Yes"
"Female","0","Yes","Yes",11,"Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",51.0,581.7,"9496-IVVRP","No"
"Male","0","No","No",7,"Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","Mailed check",51.0,354.05,"2207-OBZNX","Yes"
"Female","0","Yes","Yes",10,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",88.85,929.45,"2657-VPXTA","No"
"Male","0","Yes","No",34,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",20.05,679.0,"6551-VLJMV","No"
"Female","0","No","No",62,"Yes","No","DSL","Yes","No","No","Yes","No","Yes","Two year","Yes","Mailed check",65.1,3846.75,"1221-GHZEP","No"
"Male","0","Yes","No",64,"Yes","Yes","DSL","No","Yes","No","Yes","No","Yes","One year","Yes","Mailed check",70.15,4480.7,"9289-LBQVU","No"
"Female","0","Yes","Yes",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",44.35,44.35,"6142-VSJQO","Yes"
"Male","0","No","No",25,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Mailed check",20.75,499.4,"3458-IDMFK","No"
"Female","0","No","No",26,"Yes","No","DSL","No","Yes","Yes","No","No","No","One year","Yes","Mailed check",56.05,1553.2,"6933-FHBZC","No"
"Male","0","No","Yes",10,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Bank transfer (automatic)",19.95,219.5,"0221-NAUXK","No"
"Female","0","No","No",53,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","No","One year","No","Mailed check",98.6,5311.85,"9770-KXGQU","No"
"Female","0","No","No",7,"Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",79.7,586.05,"6437-UKHMV","Yes"
"Male","0","No","No",33,"Yes","No","Fiber optic","No","Yes","Yes","No","No","No","Month-to-month","Yes","Credit card (automatic)",79.0,2576.8,"6538-POCHL","No"
"Female","1","Yes","No",71,"Yes","No","Fiber optic","No","Yes","Yes","No","No","Yes","Two year","No","Credit card (automatic)",89.45,6435.25,"6726-NNFWD","No"
"Female","0","No","No",29,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",74.2,1993.25,"3002-WQZWT","No"
"Male","0","Yes","Yes",24,"Yes","Yes","DSL","Yes","No","No","Yes","Yes","Yes","Month-to-month","No","Bank transfer (automatic)",81.0,1923.85,"4277-UDIEF","No"
"Male","0","Yes","Yes",20,"Yes","No","DSL","No","No","Yes","No","No","No","Month-to-month","Yes","Electronic check",49.6,939.8,"1208-NBVFH","No"
"Female","0","No","No",1,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",84.6,84.6,"4912-PIGUY","No"
"Male","0","No","Yes",54,"Yes","Yes","DSL","No","Yes","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",55.0,3092.65,"1114-CENIM","Yes"
"Female","1","No","No",5,"Yes","No","Fiber optic","No","No","Yes","No","Yes","No","Month-to-month","Yes","Mailed check",84.85,415.55,"6060-DRTNL","Yes"
"Female","0","Yes","Yes",72,"Yes","Yes","DSL","Yes","No","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",84.2,5986.55,"2725-TTRIQ","No"
"Male","0","Yes","No",52,"Yes","No","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Electronic check",106.3,5487.0,"3374-TTZTK","No"
"Female","0","No","No",9,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check",69.05,651.5,"8990-ZXLSU","No"
"Female","0","No","No",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",45.4,45.4,"2275-RBYQS","No"
"Male","1","No","No",1,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",73.65,73.65,"8473-VUVJN","Yes"
"Male","0","Yes","Yes",33,"Yes","No","DSL","No","No","Yes","Yes","Yes","Yes","One year","Yes","Mailed check",73.9,2405.05,"6289-CPNLD","Yes"
"Female","0","Yes","No",55,"Yes","Yes","Fiber optic","No","No","Yes","No","No","No","Month-to-month","Yes","Electronic check",77.75,4458.15,"5536-SLHPM","Yes"
"Male","0","Yes","Yes",69,"Yes","Yes","Fiber optic","No","No","No","Yes","Yes","Yes","Two year","Yes","Electronic check",99.35,6856.45,"4419-UJMUS","No"
"Male","0","No","No",1,"Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","Mailed check",50.75,50.75,"7794-JASDG","No"
"Male","0","No","No",54,"Yes","Yes","DSL","Yes","No","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",87.1,4735.2,"7609-YBPXG","No"
"Male","0","No","Yes",33,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Mailed check",20.15,682.15,"5519-TEEUH","No"
"Male","1","Yes","No",45,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","No","One year","Yes","Bank transfer (automatic)",98.7,4525.8,"7856-GANIL","No"
"Female","0","No","Yes",11,"No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","No","Electronic check",25.2,321.05,"0804-XBFBV","No"
"Male","0","No","No",6,"Yes","No","DSL","Yes","Yes","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",55.7,335.65,"2676-OXPPQ","No"
"Male","0","No","No",21,"Yes","No","DSL","Yes","No","Yes","No","Yes","No","Month-to-month","No","Bank transfer (automatic)",65.35,1424.4,"3703-TTEPD","No"
"Female","0","Yes","Yes",65,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Bank transfer (automatic)",25.3,1748.55,"2799-TSLAG","No"
"Female","1","Yes","No",6,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",84.35,474.9,"0196-VULGZ","Yes"
"Female","0","No","No",8,"Yes","No","Fiber optic","Yes","No","No","No","Yes","No","Month-to-month","No","Electronic check",84.95,668.4,"8837-VVWLQ","Yes"
"Male","0","No","No",11,"Yes","No","Fiber optic","No","No","No","Yes","No","No","Month-to-month","Yes","Electronic check",73.85,926.25,"2696-NARTR","Yes"
"Male","0","Yes","Yes",43,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",24.25,1077.95,"2208-NKVVH","No"
"Male","0","Yes","Yes",49,"No","No phone service","DSL","No","Yes","No","No","Yes","Yes","One year","Yes","Bank transfer (automatic)",51.8,2541.25,"7614-QVWQL","Yes"
"Female","1","Yes","No",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Electronic check",46.0,46.0,"1976-CFOCS","Yes"
"Male","1","No","No",15,"Yes","No","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",79.4,1156.1,"4631-OACRM","Yes"
"Male","0","Yes","Yes",60,"Yes","No","DSL","Yes","Yes","Yes","No","No","No","Two year","No","Bank transfer (automatic)",60.5,3694.45,"7139-JZFVG","No"
"Male","0","No","No",17,"No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","No","Credit card (automatic)",25.1,382.8,"4987-GQWPO","No"
"Male","1","Yes","No",16,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",71.8,1167.8,"3755-JBMNH","Yes"
"Male","0","Yes","Yes",35,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Bank transfer (automatic)",20.05,746.75,"1757-TCATG","No"
"Male","1","Yes","No",44,"Yes","Yes","Fiber optic","No","Yes","No","No","No","Yes","One year","No","Mailed check",88.4,3912.9,"6345-ULYRW","Yes"
"Female","0","Yes","Yes",12,"No","No phone service","DSL","No","No","No","Yes","No","No","One year","No","Credit card (automatic)",30.25,368.85,"4776-XSKYQ","No"
"Male","0","No","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20.2,20.2,"8048-DSDFQ","No"
"Female","0","No","No",28,"Yes","No","DSL","Yes","Yes","No","Yes","No","No","One year","Yes","Electronic check",59.9,1654.7,"5753-QQWPW","No"
"Male","0","Yes","No",70,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",25.15,1940.85,"6010-DDPPW","No"
"Female","0","No","Yes",5,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",46.0,221.7,"1809-DMJHQ","Yes"
"Male","0","No","No",18,"Yes","No","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","No","Credit card (automatic)",101.3,1794.65,"6693-FRIRW","No"
"Male","0","Yes","No",70,"Yes","Yes","DSL","Yes","No","No","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",76.95,5289.8,"6586-MYGKD","No"
"Female","0","Yes","Yes",9,"Yes","Yes","DSL","No","Yes","No","No","No","No","Month-to-month","Yes","Mailed check",55.3,501.2,"3173-NVMPX","No"
"Female","1","No","No",67,"Yes","No","Fiber optic","Yes","Yes","No","Yes","Yes","No","Two year","Yes","Bank transfer (automatic)",92.45,6140.85,"0248-PGHBZ","No"
"Female","0","No","No",1,"Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",48.45,48.45,"0623-GDISB","No"
"Female","0","Yes","Yes",18,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",19.35,309.25,"2892-GESUL","No"
"Male","0","No","No",4,"Yes","Yes","DSL","No","No","No","No","No","No","Month-to-month","No","Credit card (automatic)",51.75,201.1,"6923-EFPNL","Yes"
"Male","1","Yes","Yes",71,"Yes","No","Fiber optic","Yes","Yes","Yes","No","No","No","One year","Yes","Bank transfer (automatic)",86.7,6179.35,"7472-EQOAV","No"
"Male","0","Yes","Yes",30,"Yes","Yes","Fiber optic","Yes","Yes","No","No","Yes","No","Month-to-month","Yes","Electronic check",94.4,2838.7,"9574-RKJIF","Yes"
"Male","0","Yes","No",1,"Yes","No","DSL","Yes","No","Yes","No","No","No","Month-to-month","No","Mailed check",55.7,55.7,"2043-WVTQJ","No"
"Female","0","No","No",55,"Yes","Yes","Fiber optic","Yes","No","Yes","No","No","No","One year","Yes","Credit card (automatic)",84.25,4589.85,"8034-RYTVV","No"
"Male","0","No","No",59,"Yes","No","DSL","No","No","Yes","Yes","Yes","No","Month-to-month","Yes","Electronic check",64.65,3735.45,"3863-QSTYI","No"
"Female","0","No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",70.15,70.15,"2619-WFQWU","Yes"
"Female","0","Yes","No",7,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",69.2,477.55,"5044-LRQAQ","No"
"Male","0","Yes","Yes",45,"Yes","No","DSL","Yes","No","No","Yes","No","No","Two year","No","Bank transfer (automatic)",54.65,2553.7,"1716-LSAMB","No"
"Female","0","Yes","Yes",54,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Bank transfer (automatic)",24.75,1342.15,"1333-PBMXB","No"
"Male","0","Yes","Yes",51,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Mailed check",23.95,1216.35,"6546-OPBBH","No"
"Female","1","Yes","No",72,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","One year","No","Credit card (automatic)",105.0,7578.05,"5985-BEHZK","No"
"Male","0","Yes","No",44,"Yes","No","DSL","Yes","Yes","No","Yes","No","No","One year","Yes","Bank transfer (automatic)",59.85,2603.95,"9127-QRZMH","No"
"Male","0","No","No",2,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20.05,42.7,"5919-VCZYM","No"
"Female","0","No","No",66,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","No","One year","Yes","Bank transfer (automatic)",92.15,6056.9,"9644-KVCNC","No"
"Male","0","Yes","Yes",68,"No","No phone service","DSL","Yes","Yes","No","No","Yes","No","One year","No","Mailed check",44.8,2983.65,"2137-DQMEV","No"
"Female","0","No","No",31,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",20.9,689.35,"8174-LNWMW","No"
"Female","1","No","No",21,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",95.4,2025.1,"9279-CJEOJ","No"
"Male","0","No","Yes",21,"Yes","Yes","Fiber optic","Yes","No","No","No","No","No","Month-to-month","No","Electronic check",80.35,1747.2,"7964-VEXDG","No"
"Female","0","Yes","Yes",55,"Yes","Yes","DSL","Yes","No","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",85.1,4657.95,"2404-JIBFC","No"
"Male","0","No","No",9,"No","No phone service","DSL","No","No","No","No","Yes","No","Month-to-month","Yes","Credit card (automatic)",34.7,296.1,"0778-NELLA","Yes"
"Male","1","Yes","No",71,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",115.05,8016.6,"8029-XYPWT","No"
"Female","0","No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",81.1,81.1,"4614-NUVZD","Yes"
"Male","0","Yes","Yes",22,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",19.95,433.5,"4632-PAOYU","No"
"Female","0","Yes","Yes",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20.55,20.55,"3803-KMQFW","Yes"
"Female","0","No","No",61,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","Two year","Yes","Electronic check",106.6,6428.4,"6804-GDMOI","Yes"
"Female","0","Yes","No",67,"Yes","Yes","DSL","No","Yes","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",86.15,5883.85,"2990-OGYTD","No"
"Female","1","No","No",14,"Yes","No","Fiber optic","Yes","Yes","No","No","No","No","Month-to-month","No","Electronic check",78.85,1043.8,"6646-JPPHA","No"
"Male","0","Yes","No",59,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","No","Month-to-month","Yes","Electronic check",106.75,6252.9,"9572-MTILT","Yes"
"Male","1","Yes","No",21,"Yes","No","Fiber optic","No","No","Yes","No","Yes","No","Month-to-month","No","Bank transfer (automatic)",86.55,1857.25,"7658-UYUQS","No"
"Male","0","No","No",4,"No","No phone service","DSL","Yes","Yes","No","Yes","No","No","Month-to-month","No","Mailed check",42.4,146.4,"7880-XSOJX","No"
"Female","0","No","No",3,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",89.45,240.45,"9611-CTWIH","Yes"
"Male","0","Yes","No",70,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",24.25,1724.15,"4589-IUAJB","No"
"Female","0","No","No",3,"Yes","No","Fiber optic","No","Yes","No","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",97.9,315.3,"0329-GTIAJ","Yes"
"Male","1","No","No",21,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Bank transfer (automatic)",20.5,429.55,"8746-BFOAJ","No"
"Male","0","No","No",20,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Credit card (automatic)",19.6,356.15,"8457-XIGKN","No"
"Male","0","Yes","Yes",22,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Bank transfer (automatic)",20.25,488.25,"6072-NUQCB","No"
"Male","0","No","No",1,"Yes","No","DSL","No","No","No","No","No","Yes","Month-to-month","Yes","Mailed check",55.7,55.7,"6629-CZTTH","Yes"
"Female","0","No","No",63,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Mailed check",20.6,1298.7,"8838-GPHZP","No"
"Female","0","Yes","Yes",70,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",19.8,1378.75,"8750-QWZAJ","No"
"Male","0","No","No",13,"Yes","No","Fiber optic","No","Yes","Yes","No","No","No","Month-to-month","Yes","Electronic check",79.8,973.45,"5364-EVNIB","Yes"
"Female","0","No","No",5,"Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","No","Electronic check",80.2,384.25,"6918-UMQCG","No"
"Female","0","Yes","Yes",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",116.4,8543.25,"0675-NCDYU","No"
"Female","0","No","No",13,"No","No phone service","DSL","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",31.65,389.95,"6339-DKLMK","No"
"Male","0","Yes","No",61,"Yes","No","Fiber optic","No","Yes","Yes","Yes","No","Yes","Month-to-month","No","Credit card (automatic)",94.15,5731.85,"1346-PJWTK","No"
"Male","0","No","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Electronic check",20.65,20.65,"5088-QZLRL","No"
"Female","1","Yes","No",56,"Yes","Yes","Fiber optic","No","No","No","Yes","No","No","Month-to-month","Yes","Bank transfer (automatic)",76.85,4275.75,"8023-QHAIO","No"
"Female","0","No","No",4,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20.15,84.5,"4397-FRLTA","No"
"Male","0","No","No",35,"Yes","Yes","DSL","Yes","No","No","No","No","No","Two year","No","Mailed check",55.25,1924.1,"3057-VJJQE","No"
"Female","0","Yes","No",18,"No","No phone service","DSL","No","No","Yes","No","Yes","No","Month-to-month","Yes","Electronic check",39.05,669.85,"5087-SUURX","Yes"
"Male","0","Yes","No",72,"Yes","Yes","DSL","No","Yes","Yes","No","Yes","Yes","Two year","No","Bank transfer (automatic)",82.15,5784.3,"2302-OUZXB","No"
